Cartel Vertical,Anonymized Client ID,Anonymized Sub Org ID,Org Created,Anonymized User ID,Anonymized Event ID,Event Created,Has Location,Last Chat Response Date,Admin First Response Date,First Chat Response Date,Eventcategory (group),Number of Records,adminchats,Adminflag,Anonymous,averagelen,chatcount,Event Text,Eventcategory,eventid (Custom SQL Query),Testflag,userchats,chat_count,,,,
HigherEd,103-71-32-97-32-101-111-111-101-97-114-,103-71-32-97-32-101-111-111-101-97-114-,6/6/2016 18:12,4082104,1728765,4/26/2019 16:21,TRUE,4/26/2019 16:23,,4/26/2019 16:22,Emergency Message,1,0,0,0,35,4,I spoke with officer still before I left school ## minutes ago and this is [PERSON] he is the one on the left.,Emergency Message,1728865,0,0,4,,,,
HigherEd,97-66-00-67-111-00-114-00-101-67-101-,97-66-00-67-111-00-114-00-101-67-101-,1/24/2018 21:00,2353909,1728953,4/26/2019 18:40,TRUE,4/26/2019 18:55,,4/26/2019 18:41,Suspicious Activity,1,0,0,0,136.8333333,6,"Hi, I just called about my friend stuck in [GPE]. I don't really know him, he just knew my friends and I went to [LOC] so he followed us to our car and tried to take the keys if we unlock the door, he will get in with us. I don't know what to do.",Suspicious Activity,1729053,0,0,6,,,,
HigherEd,68-79-118-109-105-85-100-114-108-109-32-,68-79-118-109-105-85-100-114-108-109-32-,8/11/2014 13:09,742204,1729105,4/26/2019 20:13,TRUE,4/26/2019 20:31,,4/26/2019 20:13,Drugs/Alcohol,1,0,0,0,50.33333333,6,The room next to mine are smoking marijuana in their room. The smell is coming through the vent into my room,Drugs/Alcohol,1729205,0,0,6,,,,
HigherEd,101-85-114-115-105-32-105-104-110-115-118-,101-85-114-115-105-32-105-104-110-115-118-,7/14/2017 17:24,2593120,1729199,4/26/2019 21:15,TRUE,4/26/2019 21:21,,4/26/2019 21:16,Suspicious Activity,1,0,0,0,74.4,5,Hey! I'm at the [ORG] parking lot and found a cat under my car. It has a collar but no tag so it's obvious someone's pet. I don't want it getting hit by a car (it was under my wheel and if I hadn't checked I wouldn't have seen it). What do I need to do,Suspicious Activity,1729299,0,0,5,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,461556,1729334,4/26/2019 22:35,TRUE,4/26/2019 22:37,,4/26/2019 22:35,Drugs/Alcohol,1,0,0,1,69.85714286,7,[GPE] in [GPE] ## room ###. I already asked them not to do it but they're doing it again.,Drugs/Alcohol,1729434,0,0,7,,,,
HigherEd,32-72-114-111-105-105-103-105-105-111-104-,32-72-114-111-105-105-103-105-105-111-104-,7/31/2014 15:28,3960804,1729439,4/26/2019 23:40,FALSE,4/26/2019 23:48,,4/26/2019 23:40,Drugs/Alcohol,1,0,0,1,83,8,Someone just came up to my sibling offering them [PERSON] in the kappa sigma house upstairs. She said his name was [PERSON] and he was a larger person. They also said they could sell her coke. My sibling is here for orientation and is now freaked out.,Drugs/Alcohol,1729539,0,0,8,,,,
HigherEd,32-89-00-110-105-116-108-00-97-110-101-,32-89-00-110-105-116-108-00-97-110-101-,1/15/2015 19:54,2824946,1729481,4/27/2019 0:03,TRUE,4/27/2019 0:08,,4/27/2019 0:04,Drugs/Alcohol,1,0,0,1,58.14285714,7,The [ORG] frats are being very disruptive and many are on the street intoxicated. They are blasting music and screaming so i can hear it at #:## am in the morning. This is public recklessness. Screaming expletives and making it impossible to sleep at this hour. This is not acceptable.,Drugs/Alcohol,1729581,0,0,7,,,,
HigherEd,101-80-00-100-105-00-112-00-101-100-112-,101-80-114-100-105-105-112-105-101-100-112-,12/8/2014 23:59,204595,1729518,4/27/2019 0:29,TRUE,4/27/2019 1:14,,4/27/2019 0:57,Theft / Lost Item,1,0,0,0,39.5,4,My debit card is missing and it was last seen in the laundry room by me I believe. It have my name Paige V Eivins on it and it is a red [ORG] debit card,Theft / Lost Item,1729618,0,0,4,,,,
HigherEd,109-68-00-117-116-00-114-00-97-117-116-,109-68-00-117-116-00-114-00-97-117-116-,5/7/2015 21:27,2250078,1729531,4/27/2019 0:36,TRUE,4/27/2019 1:37,,4/27/2019 1:00,Emergency Message,1,0,0,0,40.5,8,Hi can I please have a safe ride from [LOC] to [GPE]?,Emergency Message,1729631,0,0,8,,,,
HigherEd,101-85-105-115-105-32-105-111-110-115-118-,101-85-105-115-105-32-105-111-110-115-118-,4/3/2014 18:41,3535041,1729662,4/27/2019 2:00,TRUE,4/27/2019 2:10,,4/27/2019 2:01,Drugs/Alcohol,1,0,0,1,50.6,10,People drinking and partying on the mall next to science and engineering library,Drugs/Alcohol,1729762,0,0,10,,,,
HigherEd,101-85-114-115-105-32-105-102-110-115-118-,101-85-114-115-105-32-105-102-110-115-118-,3/22/2015 22:41,2569345,1729683,4/27/2019 2:16,FALSE,4/27/2019 2:19,,4/27/2019 2:17,Suspicious Activity,1,0,0,1,39.83333333,6,There are two girls walking around [FAC] smoking weed.,Suspicious Activity,1729783,0,0,6,,,,
HigherEd,97-66-00-67-111-00-114-00-101-67-101-,97-66-00-67-111-00-114-00-101-67-101-,1/24/2018 21:00,2702004,1729711,4/27/2019 2:36,TRUE,4/27/2019 2:43,,4/27/2019 2:37,Emergency Message,1,0,0,1,40.35714286,14,"Hi, I just wanted to ask if there's an on-call counselor currently available",Emergency Message,1729811,0,0,14,,,,
HigherEd,32-87-105-105-114-32-115-101-101-105-116-,32-87-105-105-114-32-115-101-101-105-116-,9/27/2013 14:48,588692,1729734,4/27/2019 2:56,TRUE,4/27/2019 3:33,,4/27/2019 2:57,Drugs/Alcohol,1,0,0,1,50.08695652,23,Hey. So I'm not sure but I think my roommates have some people over smoking pot. I can smell it from my room. Please don't tell them I'm here: im trying to sleep and I woke up to the smell.,Drugs/Alcohol,1729834,0,0,23,,,,
HigherEd,101-75-110-97-119-101-110-118-101-97-110-,101-75-110-97-119-101-110-118-101-97-110-,9/1/2015 12:38,2923799,1729978,4/27/2019 6:23,TRUE,4/27/2019 9:08,,4/27/2019 6:24,Emergency Message,1,0,0,0,64.81818182,11,"Good Morning, We are setting up for [ORG] in [FAC] and [FAC] is significantly hot [DATE]. The temp is reading ## when the rest of the building is [DATE]. With #### people coming through [FAC] I am concerned about the temperature. Can you contact the [ORG] on call person and request to have the temperature lowered? Thanks, Jennifer Tesch Manager of [FAC]",Emergency Message,1730078,0,0,11,,,,
HigherEd,110-83-00-101-32-00-119-00-101-101-97-,110-83-00-101-00-00-119-00-101-101-97-,6/8/2016 16:19,3106286,1730407,4/27/2019 12:03,TRUE,4/27/2019 12:09,,4/27/2019 12:03,Suspicious Activity,1,0,0,0,59,5,There seems to be a rally of some sort at the [PERSON] monument near [LOC] Nu- please check it out immediately. Thanks!,Suspicious Activity,1730507,0,0,5,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,841746,1730675,4/27/2019 15:26,TRUE,4/27/2019 16:10,,4/27/2019 15:28,Drugs/Alcohol,1,0,0,1,57.375,8,Please alert [ACRONYM] of drugs at #### University City Blvd pool. Three black females with weed and intent to sell. At the pool the three females are on the east side near the tents with [PERSON]. Weed is in on the table,Drugs/Alcohol,1730775,0,0,8,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,3379369,1730815,4/27/2019 17:05,TRUE,4/27/2019 17:27,,4/27/2019 17:06,Suspicious Activity,1,0,0,1,68,17,Homeless black man near [GPE] liquor continues to lurk on ##th street and got way too close to me,Suspicious Activity,1730915,0,0,17,,,,
HigherEd,68-79-118-109-105-85-100-114-108-109-32-,68-79-118-109-105-85-100-114-108-109-32-,8/11/2014 13:09,3696046,1730868,4/27/2019 17:46,TRUE,4/27/2019 18:06,,4/27/2019 17:48,Drugs/Alcohol,1,0,0,1,80.16666667,6,"# females smoking [GPE], right next to the swing set.",Drugs/Alcohol,1730968,0,0,6,,,,
HigherEd,105-65-101-32-80-116-115-85-117-32-116-,105-65-101-32-80-116-115-85-117-32-116-,10/26/2016 21:08,4195547,1731247,4/27/2019 21:48,TRUE,4/27/2019 22:08,,4/27/2019 21:52,Emergency Message,1,0,0,0,109.8,5,[PERSON] told me that he had a gun in his car (a silver four-door that's parked in the Sevier parking lot) that he planned to use to kill himself. I reported it to an [ACRONYM] here at [FAC] (Where [PERSON] and I live) [DATE] but nothing seems to be done. I am afraid that he's going to do something drastic with it as he also told a friend that he was going to kill himself [DATE]. He's had a history of depression and suicidal tendencies but he always lies to get out of the hospital so he can continue hurting himself.,Emergency Message,1731347,0,0,5,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,11/12/2014 22:51,689016,1731258,4/27/2019 21:55,TRUE,4/27/2019 22:06,,4/27/2019 21:57,Suspicious Activity,1,0,0,1,87,4,constant car alarm near the grove pool parking lot. several people standing around the car,Suspicious Activity,1731358,0,0,4,,,,
HigherEd,116-83-111-77-105-115-105-108-97-77-110-,116-83-111-77-105-115-105-108-97-77-110-,2/23/2014 18:05,4189074,1731303,4/27/2019 22:22,TRUE,4/27/2019 22:57,,4/27/2019 22:23,Harassment / Abuse,1,0,0,1,43.33333333,6,Couldn't send attachment in its entirety.,Harassment / Abuse,1731403,0,0,6,,,,
HigherEd,97-69-108-101-116-32-105-101-108-101-122-,97-69-108-101-116-32-105-101-108-101-122-,5/17/2015 22:14,303605,1731408,4/27/2019 23:31,TRUE,4/27/2019 23:45,,4/27/2019 23:34,Drugs/Alcohol,1,0,0,1,100.2857143,7,"Hello, I just wanted to let you know a concern. I saw a girl go into the boys bathroom in founders across from ### C and I heard her throwing up.",Drugs/Alcohol,1731508,0,0,7,,,,
HigherEd,111-71-121-32-85-115-110-00-97-32-110-,111-71-121-32-85-115-110-00-97-32-110-,7/25/2017 18:42,4195682,1731555,4/28/2019 1:14,TRUE,4/28/2019 1:21,,4/28/2019 1:14,Suspicious Activity,1,0,0,1,53.77777778,9,"Lubiak room ###- screaming and chaos. Sounds like a drunk, mad male individual. Needs addressed promptly",Suspicious Activity,1731655,0,0,9,,,,
HigherEd,101-85-110-115-105-32-105-104-110-115-118-,101-85-110-115-105-32-105-104-110-115-118-,2/13/2015 19:37,2653318,1731659,4/28/2019 2:31,TRUE,4/28/2019 2:33,,4/28/2019 2:32,Emergency Message,1,0,0,0,24,4,Hello can I have a ride for two from peaks view Apartment to [ORG] please,Emergency Message,1731759,0,0,4,,,,
HigherEd,77-79-00-115-115-00-101-00-108-115-32-,77-79-00-115-115-00-101-00-108-115-32-,12/28/2015 21:34,4195713,1731688,4/28/2019 2:50,TRUE,4/28/2019 2:53,,4/28/2019 2:51,Emergency Message,1,0,0,1,46.33333333,6,I have a friend who's car has ran out of gas and she needs to find a gas can. Could the university police station provide us with one?,Emergency Message,1731788,0,0,6,,,,
HigherEd,103-71-105-97-32-32-111-101-101-97-114-,103-71-105-97-32-32-111-101-101-97-114-,4/11/2016 13:44,3509371,1732268,4/28/2019 11:07,TRUE,4/28/2019 11:17,,4/28/2019 11:09,Emergency Message,1,0,0,1,67,7,not an emergency but there is a homeless man asleep in front of university commons.,Emergency Message,1732368,0,0,7,,,,
HigherEd,97-69-108-101-116-32-105-101-108-101-122-,97-69-108-101-116-32-105-101-108-101-122-,5/17/2015 22:14,2698936,1732376,4/28/2019 12:32,TRUE,4/28/2019 12:41,,4/28/2019 12:33,Suspicious Activity,1,0,0,1,45.5,4,the bathroom toilet on myer second floor west directly across from the water station is very questionable looking. can someone please check it out? thanks.,Suspicious Activity,1732476,0,0,4,,,,
HigherEd,101-85-114-115-105-32-105-104-110-115-118-,101-85-114-115-105-32-105-104-110-115-118-,7/14/2017 17:24,4196003,1732402,4/28/2019 12:53,TRUE,4/28/2019 13:07,,4/28/2019 12:54,Suspicious Activity,1,0,0,1,63.64,25,This cadet jokingly took a flag of a unit. They grabbed him and ripped his uniform. He has a swollen jaw from where he says they punched him in the face. The [ORG] is only punishing this cadet. He is too scared to report this and his [ORG] said he wasn't allowed to speak on it.,Suspicious Activity,1732502,0,0,25,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,3505360,1732450,4/28/2019 13:31,TRUE,4/28/2019 13:35,,4/28/2019 13:33,Drugs/Alcohol,1,0,0,0,32.4,5,"Hi, my name is De'Andreya Attaway I am a current resident at [FAC] (I hope to remain anonymous) but I am here in order to keep myself out of trouble, saying that I am responsible for the marijuana substance inside my dorm.",Drugs/Alcohol,1732550,0,0,5,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,4196152,1732698,4/28/2019 16:22,FALSE,4/28/2019 16:34,,4/28/2019 16:25,Emergency Message,1,0,0,1,99.27272727,11,"Saw someone at the track meet harassing a coworker. She was meeting with her lawyer to discuss and followed her and her family/made a lot of threats. I was with her when she reported it to [ORG], [ORG] and [ORG] (where he works) and no one has helped. She's already suffered from physical assault (with a deadly weapon and battery) and emotional distress. Her family needs help and this needs to be escalated on campus bc she comes from an immigrant family with a history of mental health issues. He has harassed her, her friends and staff. Help.",Emergency Message,1732798,0,0,11,,,,
HigherEd,101-67-115-111-110-118-97-116-108-111-114-,110-80-00-32-67-101-109-00-111-32-111-,6/23/2014 19:04,1094088,1733132,4/28/2019 21:17,TRUE,5/4/2019 19:28,,4/28/2019 21:18,Suspicious Activity,1,0,0,0,87.38461539,13,It looks like there was a non-student staying in one of the [PERSON] practice rooms (###); [FAC] map on the piano.,Suspicious Activity,1733232,0,0,13,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,574489,1733140,4/28/2019 21:22,TRUE,4/28/2019 21:26,,4/28/2019 21:22,Suspicious Activity,1,0,0,1,19,5,There is a red car that has been parked behind [PERSON] for a while in a service vehicles only. I believe it is the same car I saw two guys thrown beer cans out of and drive away [DATE] that appeared to be non-students.,Suspicious Activity,1733240,0,0,5,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,323328,1733177,4/28/2019 21:47,TRUE,4/28/2019 21:56,,4/28/2019 21:49,Suspicious Activity,1,0,0,0,64.84615385,13,theres a homeless(??) person sleeping on the floor in the hallway of my building. this is [DATE] this has happened. i live at [DATE] w franklin st and he's chilling under the stairs on the first floor. he's not being violent or anything but it's kind of creepy that he's there.,Suspicious Activity,1733277,0,0,13,,,,
HigherEd,102-70-115-101-108-118-105-116-97-101-114-,102-70-115-101-108-118-105-116-97-101-114-,12/29/2017 16:31,2996219,1733206,4/28/2019 22:07,TRUE,4/28/2019 22:11,,4/28/2019 22:09,Emergency Message,1,0,0,0,23.83333333,6,Hi so my roommate and I just came into our room and noticed that our fire alarm is hanging off the ceiling and it wasn't earlier and we don't know what to do and don't want to pay for damages considering we don't know how this happened,Emergency Message,1733306,0,0,6,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,778922,1733325,4/28/2019 23:35,TRUE,4/28/2019 23:41,,4/28/2019 23:37,Theft / Lost Item,1,0,0,1,33.6,10,"i think someone just stole a bicycle tire from the bicycle stand in front of [ORG] village [ORG]. i couldnt get a picture of him, he rode away on a bicycle right in the beginning of the video. looked [NORP], bald, prolly #'#"", had tatoos",Theft / Lost Item,1733425,0,0,10,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,2828081,1733504,4/29/2019 1:57,TRUE,4/29/2019 3:15,,4/29/2019 1:59,Emergency Message,1,0,0,1,53.52941177,17,"People in [DATE] W hitting the floor and making noise, Would you please send an officer to warn them. Thank you.",Emergency Message,1733604,0,0,17,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,3122313,1734272,4/29/2019 11:42,TRUE,4/29/2019 11:45,,4/29/2019 11:43,Emergency Message,1,0,0,0,41.4,5,Hello. Someone has been throwing beer bottles at my complex. I was wondering if there were any reports of suspicious activity around.,Emergency Message,1734372,0,0,5,,,,
HigherEd,97-66-00-67-111-00-114-00-101-67-101-,97-66-00-67-111-00-114-00-101-67-101-,1/24/2018 21:00,3713814,1734287,4/29/2019 11:53,TRUE,4/29/2019 12:02,,4/29/2019 11:55,Suspicious Activity,1,0,0,1,29,4,[ORG] nunchuck guy- is at [ORG]. hes banned from campus,Suspicious Activity,1734387,0,0,4,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4197166,1734646,4/29/2019 15:56,TRUE,4/29/2019 16:00,,4/29/2019 15:57,Suspicious Activity,1,0,0,1,47.66666667,6,"There is this guy in an orange shirt in the parking lot in front of [FAC], taking photos of cars.",Suspicious Activity,1734746,0,0,6,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,4197220,1734760,4/29/2019 17:13,TRUE,4/29/2019 17:16,,4/29/2019 17:15,Suspicious Activity,1,0,0,0,66.75,4,"That woman with the purple poodles was walking west down the middle of broad st in the pulse bus lane. It was the station in front of the fine arts building. She stopped and started talking incoherently to the people waiting. A few people said “ma'am, the bus is coming, you should move out of the bus lane�?then she gets really upset and points at them and screams “you know, the police told me the same fucking thing and I'm not STUPID!�?Then she gets out of the bus lane and luckily the bus comes and we all left. Except her - She did not get on the bus, she walked away.",Suspicious Activity,1734860,0,0,4,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,820926,1734914,4/29/2019 18:43,TRUE,4/29/2019 18:49,,4/29/2019 18:47,Harassment / Abuse,1,0,0,1,69.75,4,This was posted on wildfire a minute ago. I haven't walked near there myself but it's getting enough attention from students that I though maybe report it to y'all...,Harassment / Abuse,1735014,0,0,4,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,11/12/2014 22:51,4197330,1735001,4/29/2019 19:44,TRUE,4/29/2019 19:49,,4/29/2019 19:46,Suspicious Activity,1,0,0,0,77.4,5,"In the stokes parking lot, mine as well as two other vehicles gas tanks were open. Mine cap was also loose. I don't know if this is anything serious like someone messing with the gas or taking gas or if it's just someone messing around with cars but I figured I'd mention it just in case.",Suspicious Activity,1735101,0,0,5,,,,
HigherEd,101-77-118-115-118-85-108-114-105-115-108-,101-77-118-115-118-85-108-114-105-115-108-,2/17/2015 0:46,845542,1735004,4/29/2019 19:46,TRUE,4/29/2019 20:08,,4/29/2019 19:47,Emergency Message,1,0,0,0,52.125,8,"Hello I left my dorm to go study for my final [DATE], because the common area of my room smelled like weed. I spoke to Officer [PERSON] about my issue before with my roommate but I don't want her knowing that it's me because I don't want conflict within [DATE]. Not sure if the B room in my dorm is causing the smell or if it's the vent. Let me know what is going to happen please. I live in [GPE] B ###",Emergency Message,1735104,0,0,8,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,4104798,1735065,4/29/2019 20:18,TRUE,4/29/2019 20:30,,4/29/2019 20:19,Drugs/Alcohol,1,0,0,1,39.6,5,"From across the hall on the ##th floor of [PERSON], there's a strong scent of [GPE] coming from room [DATE]. I have been smelling it for [DATE] and I think it is coming from room [DATE]. Thank you",Drugs/Alcohol,1735165,0,0,5,,,,
HigherEd,111-65-105-97-32-32-105-101-114-97-122-,65-65-47-32-45-83-85-116-83-32-32-,9/28/2017 19:00,4197362,1735311,4/29/2019 22:54,TRUE,4/29/2019 23:06,,4/29/2019 22:54,Suspicious Activity,1,0,0,1,38.54545455,22,"Followed me from place to place all around the campus, for no reason.. and always had an eye on me and my belongings. acts weird and seems dangerous",Suspicious Activity,1735411,0,0,22,,,,
HigherEd,32-89-00-110-105-116-108-00-97-110-101-,32-89-00-110-105-116-108-00-97-110-101-,1/15/2015 19:54,877659,1736246,4/30/2019 11:37,TRUE,4/30/2019 11:53,,4/30/2019 11:44,Suspicious Activity,1,0,0,1,62.4,5,A man is acting very drugged out. He's currently by the walk between [ORG] and [PERSON] across from the theatre.,Suspicious Activity,1736346,0,0,5,,,,
HigherEd,101-85-111-115-105-101-105-116-110-115-118-,101-85-111-115-105-101-105-116-110-115-118-,11/11/2015 21:21,4216376,1736517,4/30/2019 14:29,TRUE,5/1/2019 21:42,,4/30/2019 14:30,Theft / Lost Item,1,0,0,1,32.0625,16,"[PERSON], [GPE] en [PERSON]",Theft / Lost Item,1736617,0,0,16,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4216513,1736764,4/30/2019 16:51,TRUE,4/30/2019 17:00,,4/30/2019 16:51,Emergency Message,1,0,0,0,31.25,4,"Hi, I am in my office in [ORG] and heard yelling and locked my door. I heard the person run next door into [PERSON] and saw a policeman with an assault rifle follow in. Is it safe to leave my office? I am in ###A",Emergency Message,1736864,0,0,4,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,2689442,1736782,4/30/2019 16:59,TRUE,4/30/2019 17:04,,4/30/2019 17:00,Emergency Message,1,0,0,0,29.71428571,7,This is not an emergency. However there are students or other individuals going up and down the stairs and elevators in [ACRONYM] screaming loudly. Don't think they are any threat but it seems someone should take a look at what they are doing,Emergency Message,1736882,0,0,7,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,2681173,1736811,4/30/2019 17:13,TRUE,4/30/2019 17:18,,4/30/2019 17:13,Emergency Message,1,0,0,1,38.5,6,we are in ### Atkins,Emergency Message,1736911,0,0,6,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,278312,1736821,4/30/2019 17:17,TRUE,4/30/2019 18:21,,4/30/2019 17:18,Emergency Message,1,0,0,0,34.71428571,7,There are about ## people in lockdown in Colvard [DATE] with the door barricaded.,Emergency Message,1736921,0,0,7,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4216592,1736863,4/30/2019 17:39,TRUE,4/30/2019 18:12,,4/30/2019 17:43,Emergency Message,1,0,0,1,43.04761905,21,Active shooter suspected in epic,Emergency Message,1736963,0,0,21,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4216673,1736929,4/30/2019 18:13,TRUE,4/30/2019 19:12,,4/30/2019 18:13,Emergency Message,1,0,0,0,56,17,"We're in [NORP] ,",Emergency Message,1737029,0,0,17,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,2730602,1736933,4/30/2019 18:16,TRUE,4/30/2019 19:19,,4/30/2019 18:16,Emergency Message,1,0,0,0,51.75,4,Currently in [FAC]. Waiting for police to give us the all clear.,Emergency Message,1737033,0,0,4,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4216646,1736950,4/30/2019 18:25,TRUE,4/30/2019 21:04,,4/30/2019 18:25,Emergency Message,1,0,0,0,55.88461539,26,location sharing: [ORG] ###. Joshua Avery,Emergency Message,1737050,0,0,26,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,102329,1736952,4/30/2019 18:26,TRUE,4/30/2019 18:29,,4/30/2019 18:28,Emergency Message,1,0,0,0,75.75,4,We are in [FAC]. Police have told us to let people leave out through the east deck entrance but not go into the center of campus. We have let everyone exit but we have students here who need to get to dorms.They are in [GPE] and oak dorms. Are they able to access their dorms at this time?,Emergency Message,1737052,0,0,4,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,2331968,1736972,4/30/2019 18:41,TRUE,4/30/2019 18:48,,4/30/2019 18:42,Emergency Message,1,0,0,0,55,4,My friend and I locked ourselves in a bathroom in [ORG] and were wondering if this building had been evacuated/ swept yet or not?,Emergency Message,1737072,0,0,4,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4216715,1737007,4/30/2019 19:01,TRUE,4/30/2019 19:05,,4/30/2019 19:03,Emergency Message,1,0,0,0,41.2,10,Is it safe to leave campus to go to [PERSON] teeter to meet up with with my family? Or should I stay put in my room?,Emergency Message,1737107,0,0,10,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,2705045,1737030,4/30/2019 19:17,TRUE,4/30/2019 19:19,,4/30/2019 19:18,Emergency Message,1,0,0,0,38.5,4,"Hi, I'm in [GPE] with a large group of people. How long will it be until we are evacuated?",Emergency Message,1737130,0,0,4,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,461556,1737081,4/30/2019 19:47,TRUE,4/30/2019 19:49,,4/30/2019 19:48,Emergency Message,1,0,0,1,55.75,4,Are we safe to leave the building now?,Emergency Message,1737181,0,0,4,,,,
HigherEd,00-83-00-00-00-00-65-00-67-00-68-,32-83-00-97-118-00-65-00-67-97-68-,9/12/2013 20:32,1667816,1737395,4/30/2019 22:50,TRUE,5/1/2019 0:42,,4/30/2019 22:53,Mental Health,1,0,0,0,81.22222222,9,Hello. I am writing this as a record. I was roommates with of the scad alumni named [PERSON] and [PERSON]. I suffered a constant mental stress during [DATE] of stay in the apartment along with inappropriate environment for physical rest. In an attempt to talk things got out of hand and I was threatened of physical harm. I took steps and moved out of the apartment on [DATE]. Unfortunately the harassment hasn't been stopped after that as well. My friends who helped me move have been getting messages and calls in order to reach to me as warnings. I feel uneasy and stressed. I am currently in my thesis and was avoiding to lodge and complaints with scad [ORG] or the police for long time. But these constant issues have been affecting me and I believe I might be harmed.,Mental Health,1737495,0,0,9,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,189341,1737599,5/1/2019 0:56,TRUE,5/1/2019 1:04,,5/1/2019 0:59,Mental Health,1,0,0,1,99,5,"Hello, there is a woman loudly screaming and crying “Help me please�?while shaking the doors of my apt building. [DATE] [PERSON] She sounds unstable and is screaming very loudly. Currently outside the building in back parking lot area.",Mental Health,1737699,0,0,5,,,,
HigherEd,101-85-109-115-105-32-105-104-110-115-118-,101-85-109-115-105-32-105-104-110-115-118-,6/4/2015 14:58,1010994,1737658,5/1/2019 1:47,TRUE,5/1/2019 1:52,,5/1/2019 1:47,Suspicious Activity,1,0,0,1,30.5,8,I just saw someone hop the fence into the new Parking garage at [GPE] and southern,Suspicious Activity,1737758,0,0,8,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,295678,1737666,5/1/2019 1:53,TRUE,5/1/2019 2:05,,5/1/2019 1:54,Harassment / Abuse,1,0,0,1,116.7142857,7,Homeless man laying down by the benches and bushes making derogatory comments and harassing people walking by. He is located near the benches to the right in front of the [NORP] union college library on [FAC].,Harassment / Abuse,1737766,0,0,7,,,,
